Date,BAC,CVX,FDX,GS,HD,JPM,KO,LOW,MA,MS,PEP,TGT,UPS,V,WMT,XOM
2014-01-28,13.03767204284668,69.04341888427734,91.01051330566406,130.7211151123047,58.55730438232422,40.021114349365234,26.320741653442383,37.64249038696289,73.01689147949219,21.870262145996094,56.4266471862793,39.73687744140625,60.98434829711914,50.55071258544922,19.61271858215332,57.25799560546875
2014-01-29,12.998712539672852,68.54705810546875,89.32366180419922,128.87332153320312,57.17058563232422,39.87034606933594,25.663904190063477,36.84891891479492,71.97021484375,21.768478393554688,54.9871940612793,39.050445556640625,60.67884826660156,49.67219543457031,19.46300506591797,56.934749603271484
2014-01-30,13.193532943725586,68.8129653930664,90.62437438964844,130.39877319335938,57.35697555541992,40.207786560058594,25.84673500061035,37.273765563964844,73.87831115722656,21.79755210876465,55.57667541503906,38.89944076538086,60.965293884277344,50.53241729736328,19.63373565673828,56.2642707824707
2014-01-31,13.053258895874023,65.96472930908203,90.31953430175781,129.04635620117188,57.29730224609375,39.74827194213867,25.609725952148438,37.105430603027344,70.09918975830078,21.455839157104492,55.08314514160156,38.87882614135742,60.615169525146484,49.28556823730469,19.6153507232666,55.168827056884766
2014-02-03,12.74153995513916,65.6751708984375,87.69098663330078,125.6652603149414,55.98508834838867,38.994384765625,25.189903259277344,36.552337646484375,68.459716796875,21.048677444458008,53.8561897277832,38.034542083740234,59.590415954589844,48.837154388427734,19.08477783203125,53.905731201171875
2014-02-04,12.74153995513916,65.49197387695312,88.3548583984375,127.19071960449219,55.8956184387207,39.45390319824219,25.37949562072754,35.99123764038086,67.72796630859375,21.099567413330078,54.02755355834961,37.83546829223633,59.762245178222656,49.081947326660156,19.10316276550293,53.88777160644531
2014-02-05,12.780505180358887,64.71785736083984,88.05001068115234,126.1370620727539,56.11183547973633,39.640567779541016,25.467531204223633,36.4962272644043,67.4686279296875,21.215896606445312,54.43881607055664,37.801151275634766,59.679508209228516,49.326751708984375,19.139938354492188,53.6243896484375
2014-02-06,13.006497383117676,65.75199890136719,88.63941955566406,127.18282318115234,56.78285598754883,40.55243682861328,25.751928329467773,37.33790588378906,69.37667846679688,21.586708068847656,54.41825485229492,38.343421936035156,60.303306579589844,50.1046028137207,19.126802444458008,54.13680648803711
2014-02-07,13.107806205749512,66.21292114257812,89.26268005371094,127.32438659667969,56.999080657958984,40.652950286865234,25.69776153564453,36.9290885925293,70.68273162841797,21.586708068847656,54.9871940612793,38.66604995727539,60.704322814941406,50.73830795288086,19.371078491210938,54.607032775878906
2014-02-10,13.029877662658691,66.00020599365234,87.98905181884766,126.59313201904297,56.96925354003906,40.7391242980957,26.117591857910156,36.969154357910156,70.71980285644531,21.593978881835938,55.247650146484375,38.78959655761719,60.29692459106445,50.45690155029297,19.37370491027832,53.968017578125
2014-02-11,13.15456771850586,67.11701202392578,90.20433807373047,129.2586669921875,57.185455322265625,41.23453140258789,26.164993286132812,37.482173919677734,70.57157897949219,22.00840950012207,55.69319534301758,39.22205352783203,61.207149505615234,50.86414337158203,19.646862030029297,54.76378631591797
2014-02-12,13.053258895874023,66.78912353515625,90.10272979736328,128.55885314941406,57.61790466308594,41.29915237426758,26.07696533203125,37.41804504394531,70.3677978515625,21.92842674255371,55.85771560668945,39.09162139892578,61.1243896484375,51.37751770019531,19.688894271850586,54.90848922729492
2014-02-13,13.053258895874023,67.07526397705078,90.1501693725586,128.99916076660156,57.84902572631836,41.665321350097656,26.171764373779297,37.385990142822266,70.88650512695312,21.746660232543945,54.62388229370117,39.02985382080078,61.461761474609375,51.35002517700195,19.793954849243164,55.11945343017578
2014-02-14,13.014296531677246,67.65357971191406,90.72602081298828,128.73184204101562,58.10252380371094,41.751487731933594,26.36136817932129,37.89900207519531,71.68310546875,21.586708068847656,53.527156829833984,38.7739372253418,61.89458084106445,51.79692840576172,19.906898498535156,56.735130310058594
2014-02-18,12.835055351257324,67.19451141357422,89.96051025390625,129.4630889892578,57.834129333496094,41.995609283447266,25.372724533081055,37.618446350097656,71.7757339477539,21.492185592651367,53.58885192871094,39.00218963623047,61.417205810546875,51.81069564819336,19.786075592041016,56.71101379394531
2014-02-19,12.624645233154297,67.7251205444336,88.98491668701172,128.3701934814453,56.999080657958984,41.11247253417969,25.12218475341797,37.30582809448242,70.9976577758789,21.055946350097656,52.848567962646484,39.63850402832031,60.58336639404297,51.311058044433594,19.660001754760742,56.6386833190918
2014-02-20,12.7025728225708,68.32125854492188,90.09595489501953,129.3451690673828,57.76702880859375,41.34222412109375,25.257612228393555,37.40202713012695,70.26590728759766,21.32495880126953,53.47234344482422,39.161277770996094,61.326961517333984,51.21480178833008,19.3106689453125,57.49473571777344
2014-02-21,12.694780349731445,67.1766357421875,91.38993072509766,129.3451690673828,57.960872650146484,41.3637809753418,25.17635726928711,37.722660064697266,70.11772155761719,21.53580665588379,53.61626434326172,38.898441314697266,61.60902786254883,51.19186782836914,19.205604553222656,57.28974533081055
2014-02-24,12.881814002990723,68.05301666259766,91.36959075927734,130.94920349121094,58.05778884887695,41.665321350097656,25.393047332763672,37.85091018676758,70.35855102539062,22.037487030029297,54.06867980957031,38.82926940917969,61.506431579589844,51.840484619140625,19.266008377075195,58.13979721069336
2014-02-25,12.733747482299805,68.54186248779297,89.99434661865234,128.54312133789062,60.37651443481445,40.94734191894531,25.575862884521484,38.56432342529297,71.08102416992188,21.601245880126953,54.308570861816406,39.085174560546875,61.18592834472656,52.05134582519531,19.266008377075195,58.06141662597656
